State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn.
KS,91,408,382-8079,no,no,-1,246.4,110,41.7,181.3,98,15.7,157.8,106,6.6,11.5,3,3,2,True.
NC,101,415,354-2985,,no,-1,232.9,114,39.6,185.7,124,16.1,153.4,121,6.2,11,7,2.7,5,False.
SC,116,408,373-6922,no,,-1,287.9,120,49,255,90,22.1,233.4,98,9.9,12.9,5,3.6,0,True.
CO,131,415,397-7125,no,yes,22,170.9,145,29,236,93,20.3,294.7,99,12.7,12,2,3.1,1,False.
MN,84,415,333-6296,no,no,0,216.1,114,36.7,196.6,108,16.9,218,103,9.1,9.2,4,2.3,1,False.
WY,104,415,365-6022,no,no,-1,138.6,100,23.5,214.7,58,18.7,164.3,97,6.7,4.4,5,0.9,2,False.
FL,108,510,365-1688,no,no,-1,,112,35.7,238,74,20.4,253.6,89,10.8,,6,2.2,3,False.
NY,111,415,382-4872,no,no,-1,181.8,117,30.9,157.4,91,13.7,266.3,122,11.3,9.1,10,2.2,0,False.
OK,155,408,367-6136,no,yes,29,61.6,103,10.5,254.4,111,21.9,226,96,9.3,11.7,6,3,1,False.
ME,66,510,404-3592,yes,no,-1,207.7,85,35.3,196,113,17,261.7,82,11.1,6.3,4,1.5,1,False.
NE,64,510,415-2949,yes,no,-1,219,73,37.3,166.2,65,14.3,161.4,118,6.7,9.5,6,2.4,1,False.
OH,69,415,375-8880,no,no,-1,227.1,122,38.8,257.9,112,22.3,169.8,86,6.8,8.3,2,2,2,False.
CT,116,415,335-6832,no,no,-1,245.8,73,41.8,239.3,88,20.9,158.8,88,6.3,8.2,6,,3,False.
DC,101,415,361-8367,no,,-1,257.3,84,43.5,184,,16,108.8,108,4.3,12.8,8,3.4,0,False.
OK,15,415,408-2002,no,no,-1,121.1,130,20.4,215.1,86,18.7,235.1,32,10,15.3,5,,2,False.
NJ,88,415,347-8659,no,no,-1,301.7,136,51,256.8,73,22.3,132.9,117,5.3,12.7,3,,4,True.
IA,197,415,376-2922,no,no,-1,233.9,96,39.6,218.3,111,19,183.1,,7.7,8.9,4,2.3,,False.
VA,50,415,382-2182,no,no,-1,99.7,108,16.8,307.8,102,26.6,161.3,61,6.5,13.1,7,3.4,2,True.
VA,172,510,408-2089,no,no,-1,169.7,123,28.8,182.2,95,15.8,395.1,71,17.3,,8,3.2,1,False.
NM,188,415,369-6890,no,yes,25,199,115,33.7,165.9,67,14.5,198.5,117,8.2,13.9,4,3.8,1,True.
FL,85,408,347-2951,no,no,-1,116.3,86,19.7,229.1,127,20,204.3,108,8.7,9.4,4,2.4,3,False.
RI,103,510,420-6324,,no,-1,255.9,128,43.4,140.2,93,12.2,308.9,130,13.3,11.5,3,3.1,1,True.
NJ,136,408,402-7650,no,yes,26,187.8,,32,220.2,147,19.2,145.8,109,5.8,,5,2.4,3,False.
NE,155,408,391-2702,no,yes,20,196,91,33.3,213,84,18.4,88.2,110,3.2,8,4,2.1,0,False.
WV,145,415,383-3375,no,no,-1,129.4,97,21.9,184.7,101,16.1,204.8,105,8.6,0.6,3,0.1,2,False.
WY,116,510,392-2733,no,yes,11,220.8,108,37.5,150.2,119,13.3,178.8,79,7.4,8.5,7,2.1,2,False.
SC,152,408,397-9933,no,no,-1,140.5,92,24,185.8,97,16.1,227.3,88,9.8,8.8,6,2.2,2,False.
MS,65,415,383-9306,yes,no,-1,277.9,123,47.1,155,112,13.3,257.1,70,11,8.6,10,2.2,0,True.
ND,180,415,369-1929,no,no,-1,225.1,105,38,249.3,,21.6,216.1,73,9.1,6,5,1.5,3,True.
IL,67,415,369-4377,no,no,-1,109.2,117,18.4,216.5,124,18.9,188.6,140,7.6,12.1,7,3,0,False.
OR,60,415,366-9430,no,no,-1,207.7,109,35.1,122.8,112,10.7,291.7,114,12.4,5.1,9,1.1,0,False.
UT,138,510,353-7407,no,no,-1,206,96,34.8,256.2,94,22.1,209,62,8.7,11.4,,3.1,0,False.
IA,44,415,359-7426,no,no,-1,308.5,139,52.2,149.9,94,13.2,198.7,65,,6.6,4,1.6,4,True.
ME,25,510,332-7391,no,no,-1,,69,41.1,208.3,118,18,219.6,81,9.1,13.8,6,3.7,2,False.
WY,145,408,405-6559,yes,,-1,229.6,82,39.1,,,12,250.8,108,10.5,2.7,4,0.5,1,False.
WI,122,510,338-8784,no,yes,27,165.9,62,28,233.2,88,20.2,170.1,83,6.9,7.1,4,1.7,2,False.
SC,121,415,415-6347,no,no,-1,144.6,126,24.5,199.6,83,17.4,208.8,80,8.8,12.8,9,3.3,0,True.
DC,55,510,354-5058,,no,-1,106.2,77,17.9,122.7,100,10.8,96.4,91,3.7,12.3,4,3.1,0,False.
CT,77,415,342-5701,no,no,-1,221.8,84,37.6,,126,14.3,210.3,71,8.8,12.6,5,3.3,1,False.
OR,12,415,378-4179,yes,no,-1,204.6,97,34.7,211.9,90,18.4,182.1,94,7.5,9.4,8,2.4,2,False.
OR,64,510,407-6391,no,no,,213.4,93,36.3,165.9,115,14.5,122,77,4.8,13.5,4,3.7,3,False.
NV,92,415,404-3105,,yes,43,152.1,95,,274.1,74,23.6,162.5,120,6.7,9.6,2,,2,False.
MN,125,415,390-9735,no,yes,28,260.7,81,44.1,163,113,14.1,271.8,116,11.5,16.5,7,4.2,1,True.
OK,160,408,350-4820,no,,-1,166.3,117,28.2,316.2,130,27.2,160.3,120,6.6,9.4,3,2.4,1,False.
KS,79,415,383-8807,no,no,-1,177.9,83,29.9,166.6,85,14.6,223.8,141,9.2,14.5,9,3.8,0,False.
RI,36,415,366-8382,yes,no,-1,235.1,97,39.7,196.1,105,16.9,259.8,109,11.2,6.4,8,1.5,3,False.
DC,102,415,402-9704,no,no,-1,186.8,92,31.8,173.1,123,15.2,250.9,130,10.6,8.9,4,2.5,2,False.
IL,138,408,405-2209,no,no,-1,268.6,81,45.6,173.7,116,15.2,193.5,95,,11,4,2.9,1,False.
UT,164,510,397-3939,no,no,,192.2,95,32.5,248.9,94,21.6,132.5,99,5.3,6.9,4,1.6,3,False.
MN,125,415,343-2689,no,no,-1,,82,40.8,268.6,86,23.1,187.4,73,7.9,9.5,4,2.6,0,True.
WI,72,408,383-9448,no,no,-1,179.9,113,30.6,148.9,112,13.2,,79,6.9,9.3,7,2.4,2,False.
MI,74,415,359-6232,no,no,-1,314.2,86,53.3,221.5,100,19.2,259,120,11,11.7,6,3.2,3,
MI,134,415,369-9772,no,yes,40,162,82,27.4,323.9,77,27.8,160.2,111,6.6,11.4,6,3.1,0,
MA,145,415,381-7003,yes,no,-1,,89,29.7,273.5,119,23.6,226.6,68,9.7,11.7,5,3,1,False.
AL,136,510,352-6732,no,no,-1,109.5,90,,206.7,112,17.8,135.1,106,5.4,11,6,3,0,False.
SC,209,510,388-7540,no,no,-1,255.1,124,43.2,229.6,110,19.8,218.2,68,9.2,7.8,5,2,3,True.
WI,66,415,356-3333,no,no,-1,208.7,84,35.2,172.4,88,14.9,264.9,107,11.2,7.8,4,2,3,False.
VT,152,510,333-9664,no,yes,19,214.6,108,36.4,95.8,82,8.5,170.7,144,7.1,7.3,5,1.8,1,False.
CT,162,408,363-3763,no,no,,49.2,121,8.3,143,137,12.5,203,96,8.6,11.6,14,3.1,1,False.
OR,72,510,345-7900,no,no,-1,141.2,133,23.8,134.2,,11.6,227.7,96,9.7,10.7,4,2.8,2,False.
HI,101,415,400-5511,no,no,-1,253.1,89,42.8,237.2,114,20.5,154.3,84,6.1,9,8,2.3,4,False.
WV,125,415,381-7597,no,no,-1,206.2,128,34.9,197.2,71,17.1,136.1,115,5.6,12.5,4,3.3,0,False.
RI,46,408,404-9775,no,no,-1,40.4,,6.7,171.6,83,14.9,145.4,88,5.7,8.5,3,2.2,2,False.
MI,132,408,389-4608,no,no,-1,291.2,104,49.5,233.5,133,20.2,191.8,86,7.8,8.3,4,2.1,1,True.
ME,193,415,403-1742,no,yes,30,71.3,58,12.2,123.9,106,10.9,155.5,107,6.5,11.1,3,2.8,0,False.
WV,63,510,328-9797,no,no,-1,261.9,69,44.3,244.1,135,21.2,201.9,93,8.4,14.2,4,3.7,0,True.
NE,124,510,359-9223,no,no,-1,191.3,134,32.5,260.7,113,22.4,182.3,110,7.7,9.4,4,2.4,1,False.
DC,144,415,336-7696,no,no,-1,133.3,101,22.5,254.7,128,21.9,228.5,67,9.5,10.9,3,2.7,0,False.
NH,116,408,369-2214,no,yes,23,183.7,138,31.1,203.1,90,17.5,166.9,88,6.9,5.3,4,,2,False.
MD,189,415,411-1325,,yes,29,155.2,116,26.3,194.6,51,,170.2,107,6.8,14.9,6,3.8,1,False.
NH,97,408,410-7553,no,yes,27,283,93,48,184.7,98,16.1,312.9,77,13.3,5.5,9,1.3,1,False.
WV,137,510,376-4284,no,yes,49,186.5,94,31.5,177.3,106,15.4,215.7,99,9.2,11.3,5,2.9,2,False.
IL,142,415,334-2800,no,,37,163.5,104,27.6,135.1,114,11.8,249.1,126,10.5,3.6,6,0.8,0,False.
OK,84,510,369-1904,no,no,-1,,125,,182.2,89,16,213.7,120,9,13.2,3,3.3,1,False.
NH,119,415,359-3833,no,yes,18,178,110,30.2,211.8,100,18.5,226.5,122,9.7,9.4,7,2.3,1,False.
MI,158,415,348-5569,no,no,-1,196,103,33.4,88.2,96,7.8,302.2,81,12.9,9.8,3,2.6,1,False.
ND,50,415,342-1960,no,no,-1,295.3,127,50.1,126.5,101,,166.7,,6.8,9.1,7,2.4,1,False.
LA,98,408,352-9050,no,no,-1,136.2,82,23,155.6,118,13.4,158.9,82,6.4,9.4,6,2.5,2,False.
HI,101,415,390-5316,no,yes,23,114.3,95,19.2,160.7,87,14.1,176.3,90,7.2,12.4,10,3.2,2,False.
NJ,182,415,418-8568,yes,no,-1,279.1,123,47.3,179.7,109,15.6,217.6,103,9.2,8.9,12,2.3,2,True.
WV,51,408,401-4844,no,no,-1,169.3,111,28.7,138.8,70,12.2,197.1,86,8.3,11.4,4,2.8,0,False.
NC,117,510,376-5471,no,no,-1,214.4,94,36.4,137.2,149,12.1,,101,6,9.4,2,2.4,2,False.
PA,92,415,409-2917,,no,-1,255.8,125,43.6,142.1,111,12.4,181.2,100,7.4,11.2,4,2.8,0,False.
MI,86,408,369-6308,no,no,-1,148.2,71,25.1,284.4,91,,166.4,154,6.8,5.7,4,,2,False.
WY,122,415,357-7385,no,no,-1,119.4,93,20,223.2,104,,211.9,121,8.8,8.1,5,2,2,False.
NJ,156,408,405-7119,no,yes,26,192.2,137,32.7,199,115,17.2,244.3,111,10.4,14.3,9,3.9,1,False.
NJ,127,510,405-3309,no,no,-1,245.2,,,216.6,92,18.9,,127,10.4,13.3,7,3.7,0,True.
NC,130,408,384-4938,no,no,-1,216.4,106,36.5,362.8,87,31.3,126.6,123,5.1,16.2,3,4.2,5,True.
NM,158,408,377-2725,no,no,-1,172.3,114,29.2,255.6,70,21.9,235.3,103,9.9,-0.7,1,-0.3,2,False.
MS,145,510,405-6398,no,yes,29,175.3,107,29.7,152.4,116,13.3,233.7,84,9.7,10.4,3,2.6,1,False.
TX,90,415,355-9366,no,yes,25,169,104,28.7,188.1,104,,213.3,75,8.8,12.7,3,3.3,0,True.
OK,127,510,403-1128,no,yes,26,2.6,113,0.6,253.2,102,21.6,242.7,155,10.4,8.6,5,2.3,3,False.
ID,109,415,384-9682,no,no,-1,184.1,143,31.2,210.9,105,18.1,243.1,115,,9.4,,2.4,1,False.
AL,88,415,352-5393,no,no,-1,181.7,,30.8,150.6,88,13,143.1,100,5.8,7,4,1.6,1,False.
WY,101,510,395-1229,no,yes,8,160.2,116,27.1,209.2,122,18.2,139,64,5.5,10.3,10,2.7,0,False.
HI,171,510,361-9195,no,no,-1,189.9,122,32.1,172.9,86,15,257.3,83,11,9.7,2,2.5,0,False.
VA,21,415,351-6366,no,,-1,223.2,142,37.7,215.7,114,18.7,214.7,110,9,11.8,,2.9,1,False.
WV,145,408,346-4919,yes,yes,30,216.1,94,36.7,224.3,123,19.4,234.8,108,9.9,10,2,2.8,2,False.
DE,90,415,354-9068,no,no,-1,198.5,124,33.4,265.8,101,23.2,243.4,79,10.3,7.4,8,1.7,2,False.
CA,33,408,369-2743,no,no,-1,159.7,115,26.9,194.6,118,16.9,,85,,,8,1.8,1,False.
PA,61,408,343-1347,no,yes,,104.8,78,17.6,179.9,100,15.6,174.1,114,7.2,9.5,3,2.5,2,True.
CO,107,415,336-5495,no,no,-1,204.5,108,34.7,161.7,111,14,155.1,101,6.3,12.8,2,3.4,3,
MD,147,408,376-4292,no,no,-1,274.2,92,46.4,231.1,82,19.9,283.6,82,12.3,5.6,,1.3,0,True.
AL,117,510,391-8677,no,no,-1,158.8,83,27,,92,15.8,177.3,66,7.2,7.1,11,1.8,2,False.
AL,95,415,350-7273,no,no,-1,229.8,116,39.1,,110,17.4,171.5,104,7.1,13.8,7,,1,False.
KS,186,510,400-6454,no,,-1,137.7,97,23.2,186.8,118,16.1,146.4,84,5.9,8.1,7,2.2,1,
MI,128,415,422-3052,no,no,-1,179.3,94,30.3,269.5,92,23.3,191.1,87,8.1,7.2,4,1.8,0,
AK,55,408,365-6756,yes,yes,38,139.4,101,23.4,177.4,117,15.6,246.5,103,10.6,,,2,3,False.
OH,134,415,406-4158,no,no,-1,8,,1.4,170.6,101,14.9,186.6,79,7.7,12.1,3,3.1,2,False.
IN,96,415,383-4641,no,yes,22,183.1,,31,146.6,89,12.8,,107,15.1,10.8,8,2.6,1,False.
SC,107,415,368-5165,no,no,-1,207,79,,,117,22.6,149.3,68,6,10.2,4,2.8,0,False.
KS,123,415,378-2432,yes,no,-1,,106,23.8,152.8,101,13.1,50.2,,1.8,11.8,2,3,2,False.
OK,35,415,362-4159,no,no,-1,179.2,59,30.3,282.4,101,24.3,285.7,82,12.2,5.1,8,1.3,2,False.
WI,74,408,363-7979,no,no,-1,177.4,136,30.1,239.6,104,20.6,237.5,132,10.1,11.4,4,3,0,False.
IN,130,408,334-9818,no,no,-1,115.6,129,19.5,166.8,104,14.4,141.8,123,5.7,11.9,10,3,1,False.
IL,137,408,352-5787,no,no,-1,237.4,,40.1,176,84,15.4,263.2,80,11.2,13.5,5,3.6,0,True.
TN,88,415,332-3617,no,no,-1,181.5,116,30.8,186.2,120,16.1,,95,9.2,9.9,8,2.5,1,False.
DC,80,408,327-9957,,no,-1,51.6,90,8.6,162.9,98,14.1,169.3,79,7,9,5,2.1,3,False.
NC,116,408,338-7527,no,yes,18,155.7,104,26.5,184.5,119,16,192.7,115,7.9,7.6,3,1.9,3,False.
RI,123,510,348-8711,no,,22,245,88,41.7,264.1,105,22.7,239.7,107,10.1,14.1,3,3.6,2,False.
MS,120,415,421-3226,no,no,-1,131.7,99,22.4,162.4,109,14.1,201.1,115,8.5,10.1,3,2.6,1,
VA,146,415,391-4358,no,no,-1,111,125,18.9,312.5,95,26.8,,81,8.9,9.9,7,2.5,1,False.
KY,106,510,379-2523,no,yes,8,88.5,100,15,323.9,110,27.9,79.9,85,2.8,7.5,,1.9,3,False.
NV,121,408,419-2369,no,yes,43,116.1,85,19.6,149.2,120,13.2,247,97,10.4,11.4,2,,1,False.
WI,137,510,382-1227,no,no,-1,155.4,81,26.4,132.4,94,11.8,,76,,8.5,3,2.2,,False.
NH,84,408,409-5749,yes,yes,29,106.6,65,18,224.7,108,19.3,188.7,60,8,4.9,3,1.1,2,False.
NE,67,510,362-7951,yes,yes,30,175.1,68,29.5,198.3,73,17.2,219.8,98,9.1,12.5,7,3.3,1,False.
WI,161,408,415-3537,no,no,-1,154.9,84,26.2,176.9,125,15.3,172.8,89,7.3,5.3,2,1.3,,True.
NJ,134,510,373-3959,,,33,247.6,105,42,224.7,134,19.5,,75,7.6,5.5,5,1.3,2,True.
ME,62,415,358-1346,no,yes,31,218.3,93,37,235.8,132,20.3,192.1,136,7.9,12.6,4,3.2,0,True.
WY,120,415,381-8422,no,yes,23,227.4,81,38.4,234.1,71,20.5,166.4,127,6.9,8.4,13,2.4,1,False.
IN,130,408,360-9005,no,yes,29,185.1,117,31.5,248.6,141,21.5,157.7,102,6.4,6.8,7,1.8,0,False.
WI,20,408,344-5967,no,no,-1,186.8,89,31.7,252.5,51,21.8,273.2,105,11.6,11.7,7,3,2,False.
VT,68,415,396-6390,no,no,-1,158.7,119,27,211,106,18.2,198.2,100,8.2,9.7,,2.4,1,False.
CA,112,415,346-5036,no,no,-1,208.7,150,35.3,212,104,18.4,178.1,97,7.4,7.8,5,2.1,0,False.
IN,77,408,328-7252,no,no,-1,185.9,95,31.5,211.1,99,18.2,282.3,80,,10.6,5,2.8,3,False.
SC,109,415,360-1745,no,,,222.5,74,37.6,168.8,75,14.6,264.5,93,11.1,8.4,4,2.2,2,False.
IN,108,415,358-2046,no,no,-1,201.1,101,34.3,169.8,86,14.8,237.4,112,10,11.2,4,2.7,3,False.
IA,79,415,344-6935,no,yes,16,167.9,114,28.7,242.9,94,20.9,211.9,113,8.9,,3,2,1,False.
MD,119,408,401-9665,no,no,-1,238.9,88,40.5,242.6,79,21,231.1,,9.9,10.2,4,2.5,3,True.
MN,38,510,399-5291,no,no,-1,175.7,109,29.8,210.9,97,18.3,138,108,5.4,8.6,4,2.3,5,True.
AR,109,415,409-6588,no,yes,28,111.3,90,19,262.6,98,,224.8,127,9.5,8.4,7,2.4,6,True.
MS,78,415,358-5721,no,no,-1,,74,14.6,213.9,58,18.6,201.4,146,8.3,10.1,7,2.7,1,False.
MN,134,415,414-7446,no,no,-1,244.2,99,41.7,246.1,112,21.3,200.2,132,8.3,6.7,3,1.6,0,False.
WA,47,415,329-9517,no,yes,26,165.1,89,28.1,126.5,118,11.2,284.5,94,12.3,7.1,5,1.8,2,False.
MS,59,408,415-9553,no,yes,26,127.4,110,21.4,102.4,100,9,164.2,72,6.9,8.5,,2.3,0,False.
ID,151,415,413-3177,no,no,-1,194.8,106,32.9,291.8,104,25.1,224.7,,9.4,5,4,1.3,0,False.
NC,129,415,347-5113,yes,no,-1,54.7,131,9.1,255.3,106,21.9,176.8,134,,10.6,5,2.7,1,False.
VA,107,510,330-2662,no,yes,26,283.4,104,47.9,223.4,153,19.2,241.3,62,10,14,,3.8,2,False.
MT,137,408,330-5824,no,no,-1,,112,43.8,245.5,117,21.2,173.4,99,7.2,10.2,4,,0,True.
MI,76,510,411-1261,yes,no,-1,90.6,142,15.2,210.9,76,18.2,194.9,75,8,8.7,2,2.3,1,False.
HI,24,415,329-8788,no,no,-1,235.6,132,40,115.1,129,10.2,185.4,135,7.9,15.6,2,4,0,False.
NC,169,408,333-7869,no,no,-1,142.4,82,24.3,230.5,111,20,131.3,66,5.3,9.5,4,2.5,2,False.
MN,30,408,399-4800,no,no,-1,54.1,68,9.2,178.5,97,15.6,247.2,100,10.4,9.6,9,2.4,1,False.
WV,70,415,402-2072,no,no,-1,214.6,87,,130,114,11.4,217.1,103,9.1,8.9,4,2.2,3,False.
SD,52,510,403-6187,no,no,-1,251.4,118,42.7,195.8,80,17,192.2,52,8,10.5,3,2.6,0,True.
HI,3,408,355-2872,yes,no,-1,139.1,99,23.6,249.9,108,21.7,286.1,86,12.3,5.6,4,1.5,4,False.
MS,38,415,386-2970,no,no,,117.4,114,19.8,207.9,106,17.8,203.6,97,8.5,13.7,3,3.5,2,False.
NY,104,415,389-6081,no,no,-1,263.9,108,44.7,131.3,76,11.5,177.9,90,7.3,10,9,,3,False.
LA,27,408,348-7556,no,no,-1,82.6,105,13.8,203.2,99,17.5,224.2,121,9.3,8.5,4,,1,False.
KS,166,415,334-9163,no,yes,27,175.8,126,29.9,252.9,77,21.7,128.6,72,5.2,10.7,6,2.8,1,False.
MA,13,408,411-4293,no,no,-1,220.4,100,,210.3,79,18.1,259.2,111,10.9,13,9,3.4,2,False.
AK,52,408,375-5562,no,no,-1,217.2,104,36.7,151.5,83,13.4,134.5,108,5.2,11.2,5,2.9,,False.
SD,114,415,386-3823,yes,yes,24,129.2,77,21.8,289.1,111,24.9,177.1,109,7.2,11,6,2.9,1,
CO,156,408,364-6445,no,no,-1,150.5,106,25.5,152.1,113,13.3,,86,9,2.9,4,0.5,1,False.
NH,90,415,383-2251,no,yes,41,193.4,66,32.7,262.4,86,22.8,214.4,96,9,10.5,5,2.6,0,False.
WV,62,415,351-3169,no,no,-1,189.5,122,32,102.9,95,9,180.6,105,7.6,10.2,5,2.6,2,False.
AZ,82,415,413-6380,,yes,32,137.9,95,23.5,234.7,129,,268.2,69,11.4,10.4,7,2.5,2,False.
ME,52,510,380-9674,no,no,-1,129.3,80,21.8,141.9,101,12.4,258.5,88,10.9,11.6,5,3.1,3,
NH,146,510,345-2319,no,no,-1,115.8,77,19.6,213,100,18.5,,71,9.3,10.1,6,2.7,1,False.
RI,120,415,377-5441,no,yes,22,222,114,37.6,254,,22.1,250.6,117,10.6,6.6,6,1.6,,False.
ID,130,415,358-3692,no,no,-1,263.8,113,44.7,185.9,103,16,195.6,98,8.3,17.6,6,4.8,1,True.
WI,90,408,400-5831,no,no,-1,61.4,91,10.3,193.6,95,16.7,143.1,79,5.7,10.7,10,2.7,1,False.
NM,147,408,357-5995,no,no,-1,183.7,113,31.1,,110,14.4,110.9,86,4.3,9.4,5,2.5,,False.
WY,159,415,391-2159,no,no,-1,167.4,68,28.2,142.8,75,12.4,140.1,110,5.5,9.7,4,2.4,0,True.
IL,74,510,398-5954,no,yes,26,154.1,122,26.1,194.5,150,16.9,276.8,,11.8,12.6,3,,4,False.
TX,130,408,385-6175,no,no,-1,252.1,101,42.8,169.3,106,14.7,209.2,63,,5,6,1.3,0,False.
RI,155,408,334-2961,no,no,-1,163.1,94,27.7,290.9,,25.2,96.5,111,3.5,10.7,4,2.7,0,False.
MI,87,415,405-4303,no,no,,198.3,80,33.6,186.1,90,16.2,133.4,96,5.3,15.7,,4.3,2,False.
OR,81,415,406-4100,no,no,,324.7,48,55.1,235.4,82,20.2,187.5,77,7.8,12.5,6,3.2,0,True.
VA,99,510,352-4401,no,no,,128.3,77,21.7,214.4,120,18.5,143.6,139,5.7,13.5,10,3.6,2,False.
SD,131,510,347-1473,no,no,-1,187.8,,31.7,199.7,101,17.3,202.9,,8.5,,12,2.4,2,False.
AL,89,510,347-2016,no,no,-1,129.3,71,22,213.1,68,18.5,214.9,100,8.9,9.7,4,2.5,5,True.
MS,123,415,388-8948,no,no,-1,125.6,106,,128,,11.4,251.9,128,10.7,5.6,7,1.4,4,True.
MS,130,510,402-5509,no,yes,25,257.2,108,43.7,223.4,122,19.4,204.1,117,8.7,12,5,3.1,1,False.
HI,99,415,367-2598,no,no,-1,124.6,90,21.1,145.7,70,12.7,169.5,94,7,9.8,6,2.7,1,False.
WV,36,408,370-5001,no,no,-1,175.1,144,29.7,216.1,69,18.8,243.9,145,10.3,9.3,4,2.3,1,False.
WV,87,415,332-3693,no,no,-1,124.4,90,21,172.6,105,15,256.6,109,10.9,6.8,6,1.7,3,False.
WV,139,415,403-9766,no,no,-1,271.5,130,46,155.1,132,13.5,136.5,107,5.6,11.2,9,3,2,False.
IN,189,510,363-2407,yes,no,-1,219.9,80,37.3,142.5,117,12.4,130.7,68,,11.2,8,3,1,False.
NM,96,415,395-9214,no,yes,32,183.3,115,31,200.5,,17.4,,83,7.2,9.9,16,2.6,3,False.
DE,112,408,351-8894,,no,-1,101.1,118,17,213.8,67,18.4,179.7,111,7.4,9.9,6,2.7,2,False.
NC,75,408,406-5003,no,no,-1,203.1,70,34.6,228.3,97,19.8,222.4,117,9.3,13.6,4,3.6,1,False.
NM,178,415,398-1332,no,yes,34,175.5,88,29.7,189.4,65,16.5,138.7,93,5.6,9.8,4,2.6,2,False.
SC,112,415,363-8033,no,no,-1,266,97,45.2,213.8,94,18.6,306.2,99,13.3,13.7,2,3.5,2,True.
NJ,108,415,333-1012,no,yes,40,171.5,110,29,135.3,79,11.9,183.6,102,,10.2,,2.7,0,False.
AZ,100,510,391-6260,no,no,-1,78.7,98,13.4,,102,19.4,150.2,105,6.3,13.4,9,3.7,0,False.
RI,121,510,336-1353,no,yes,19,212,110,35.8,214.2,120,18.4,238.6,106,10,8.8,2,2.3,0,False.
SD,116,415,365-5629,no,no,-1,63.8,101,10.7,195,96,17,210.1,86,8.7,9.5,7,2.5,1,False.
NH,161,415,349-4397,no,no,-1,173.4,100,29.4,212.8,74,18.5,141.5,68,5.6,10.9,4,2.8,1,False.
AL,19,415,380-3910,yes,no,-1,237.7,98,40.4,206.3,121,17.9,182.2,94,7.5,3.9,5,0.9,0,False.
WV,104,415,354-7820,no,no,-1,225.9,123,38.3,161.9,107,,272,84,11.5,9.6,5,2.4,1,False.
ID,119,415,338-9952,,yes,31,173,101,,208.7,94,18.1,231.1,90,9.9,11.5,5,3.1,0,False.
MD,125,415,405-1821,yes,no,-1,225,102,38,143.1,87,12.7,199,104,8.1,7.3,3,2,0,False.
IN,156,510,329-8669,no,,-1,237.8,122,40.3,180.7,91,15.8,185.7,151,7.6,7,4,2,1,False.
WY,109,415,328-8808,no,no,-1,137.1,128,23.4,216.1,117,18.7,182.2,85,7.3,9.4,,2.4,,False.
NH,95,510,409-3018,no,no,-1,142.7,109,24.1,175.1,,15.1,189.5,87,7.8,7.7,4,2.1,2,False.
MN,90,408,421-5994,no,no,-1,142.7,126,24.3,125.4,118,11,274.1,70,11.7,4,5,1,,
MA,105,415,354-4448,,yes,20,147,112,25,196.4,43,17.2,267.1,,11.3,8,4,2.1,2,False.
NH,101,510,352-5081,no,no,-1,220.3,124,37.4,187.7,101,16.4,278.5,97,11.8,9.9,5,2.6,1,
MN,95,415,401-7803,yes,no,-1,149.3,95,25.1,259.9,116,22.6,201.2,119,8.3,7.5,2,1.9,1,False.
IA,123,415,420-6052,no,no,-1,204.4,88,34.7,136.6,111,11.9,226.1,99,9.5,9.4,4,2.5,0,False.
NY,160,408,352-6084,,no,-1,216.8,77,36.8,206.5,117,17.7,228.5,117,9.7,5,2,1.3,1,False.
AL,141,510,388-8583,no,yes,27,,123,52.3,246.9,129,21.4,153.1,102,6.2,6.8,4,1.8,,False.
WV,87,415,415-3158,no,no,-1,,125,9.8,66.7,116,6.1,186,135,7.8,11.1,,2.7,0,False.
NM,81,415,402-9304,no,no,-1,173.4,80,29.3,,95,20.4,240.4,83,10,11.1,6,2.9,2,False.
CA,75,415,341-1916,no,yes,18,210.4,90,35.7,241,87,20.9,215.9,101,9.2,12.6,3,3.1,4,False.
MA,126,408,381-2745,no,yes,23,59,125,10,304.6,90,26.4,159,72,6.3,11.5,,3,0,False.
ME,28,415,402-5014,no,no,-1,236.8,,40,166.4,87,14.5,280.2,114,12,9.1,3,2.2,3,False.
FL,153,415,399-8846,no,no,-1,229,102,38.8,160,137,14.1,203.1,108,8.4,11.8,3,,0,False.
NH,97,408,328-9267,no,yes,31,90.1,87,15,275.4,114,23.6,185.3,106,7.4,,6,2.1,2,True.
IN,115,408,348-7224,no,no,-1,146.8,128,24.8,105.5,75,,197.7,103,8.3,10.4,5,2.7,2,False.
WI,95,408,336-2190,,no,-1,237.3,83,40.3,153.1,65,13.4,237.1,104,10,,7,2.9,1,False.
MA,17,415,376-4705,no,no,-1,162.8,118,27.6,228.7,92,19.8,332.8,93,14,13.2,4,3.5,0,True.
NH,105,415,381-4076,no,yes,19,186.9,114,31.6,,,22.1,334.7,103,14.3,,3,2.2,1,False.
TX,121,415,348-8464,no,no,-1,86.3,100,14.7,259.1,114,22.5,148.1,78,6,8.5,10,2.1,2,False.
NC,125,408,412-7020,no,no,-1,212.2,89,36,214.6,127,18.5,186.9,73,7.8,10.7,3,2.9,2,False.
